prenatal;CMI_binario;CMI;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
57.53;0;9.074410163;416.73;0.204918033;10.32;14.1;0.512;43.61;13394.91
56.89;0;13.84222551;716.22;10.01185915;6.59;8.3;0.574;63.32;12777.53
40.7;0;9.689922481;362.25;2.08183776;7.31;16.9;0.5285;38.76;8767.62
36.66;1;17.39427012;332.12;0.502635773;6.87;20.4;0.5738;41.98;6353.55
41.92;1;21.77858439;431.95;0.868676546;5.18;16.7;0.5154;45.42;9806.6
34.04;1;20.14846235;406.21;0.56980057;9.72;21.2;0.6146;38.68;13763.02
34.85;0;14.02103155;358.25;8.615884812;7.13;20.9;0.5309;46.58;6372.55
45.81;1;17.62114537;531.77;0.633484163;2.24;20.2;0.6931;41.09;8196.52
30.11;1;19.8915009;322.45;22.92006525;6.29;23.4;0.4976;42.29;5834.88
37.35;0;10.1744186;308.27;0.316957211;4.89;18;0.4921;42.48;8881.96
41.26;1;22.42152466;260.72;0.43715847;5.59;18.1;0.5757;38.93;17426.04
40.98;0;13.66120219;252.85;14.1025641;15.74;21.5;0.5505;39.39;7872.75
42.89;1;24.09638554;317.95;1.972010178;10.23;16.6;0.4792;36.61;7895.89
51.96;1;24.16918429;339.25;2.008928571;6.06;20.8;0.4364;40.98;11832.5
31.59;1;16.48351648;374.91;0.095238095;6.98;14.9;0.5044;42.85;9486.83
57.76;0;12.42236025;423.33;5.081967213;3.96;13.9;0.541;44.04;11436.69
65.27;1;24.33628319;410.89;0.197628458;8.17;18.4;0.5613;47.13;11298.41
39.7;0;7.963594994;278.94;0.219106047;13.52;22.3;0.5732;48.61;5085.21
48.47;0;10.20408163;239.51;16.78571429;4.52;17.1;0.4735;44.68;6331.17
27.22;1;25.606469;256.41;1.647183847;17.44;20.1;0.6791;32.3;30233.75
61.64;0;4.310344828;423.77;0;7.5;14.3;0.4653;40.98;18525.44
51.56;1;20.83333333;371.22;0.903614458;8.79;18.5;0.5013;40.67;11319.63
36.43;1;25.52204176;233.01;12.89978678;11.29;29.3;0.5609;36.42;5595.54
45.18;0;7.614213198;442.28;2.908277405;4.29;17.2;0.6171;40.48;7771.7
42.94;1;55.21472393;275.94;0;13.09;29.1;0.6363;34.83;7193.55
42.86;1;19.04761905;364.98;0.220264317;7.17;16.6;0.5254;36.55;9933.41
54.51;1;18.79699248;305.65;0.431499461;10.76;20.5;0.6287;34.75;10869.3
41.6;1;17.93283339;562.22;19.83588621;7.33;12.1;0.5841;48.93;9268.17
47.44;0;8.522727273;434.31;0.27835769;9.58;16.2;0.5196;47.95;8083.39
34.17;1;16.80672269;302.5;1.295336788;7.88;22.2;0.5437;34.51;6463.22
46.18;1;19.83002833;282.7;0.703729768;10.74;17.1;0.5538;37.63;8519.18
52;1;15.23809524;485.09;0.529801325;7;12.6;0.5788;44.02;8637.26
66.98;0;0;334.87;1.020408163;5.02;11.8;0.4706;38.11;15114.89
46.59;1;19.49317739;324.59;22.08754209;7.14;20.8;0.5192;30.75;10002.23
44.04;1;21.67712493;521.54;0.717889018;8.91;13.1;0.5666;50.39;11479.77
53.94;1;16.12903226;500.81;0.154320988;6.4;15.1;0.6486;43.99;8815.91
39.84;0;8.130081301;234.55;0.043956044;1.98;17.5;0.577;32.17;8591.08
59.05;1;14.83679525;452.83;0.553250346;5.45;12.7;0.5618;43.5;14962.88
21.71;1;16.04278075;171.56;13.85435169;18.52;22.9;0.561;37.12;5178.42
53.31;1;14.70588235;449.79;0.175746924;11.03;15.4;0.566;47.84;9569.86
64.87;1;16.99716714;485.06;0.346020761;10.6;16.4;0.5311;45.18;14318.14
24.09;1;32.01219512;286.56;0.78878177;7.42;20.2;0.5438;36.57;8283.15
57.53;1;17.64335224;416.72;2.876354128;8.27;12.2;0.526;46.88;16306.89
30.34;1;25.64102564;361.24;1.162790698;7.15;17;0.4792;42;22967.34
29.21;1;24.05498282;323.39;0.065530799;6.49;15.5;0.543;33.83;9112.15
19.31;1;30.80390684;225.99;0.802675585;6.59;24;0.6268;34.02;8688.96
48.91;0;12.54220936;713.56;8.956721124;5.7;11.2;0.6157;54.71;13049.73
60.49;1;15.03409795;755.41;17.40383788;6.48;6.5;0.5386;64.23;14369.09
39.55;0;7.462686567;284.64;1.351351351;4.39;16.6;0.4313;35.52;11442.89
19.95;1;31.42076503;299.16;18.61702128;6.82;17;0.5928;38.42;8033.53
33.74;1;16.46090535;264.42;17.5308642;6.14;24.7;0.5611;36.01;6267.26
28.13;0;13.39285714;353.06;0;5.41;19.2;0.5228;29.1;10371.8
56.44;0;4.95049505;357.25;0;6.31;19.4;0.4449;36.87;12587.18
61.29;1;18.43317972;515.72;0.262927257;2.69;11.5;0.6537;33.53;9499.08
44.71;1;23.52941176;251.45;0.147492625;2.22;14;0.5442;37.75;8252.47
38.29;1;22.70381837;402.17;0.340522134;4.62;12.6;0.5102;42.06;29677.77
25.78;0;5.208333333;229.53;0.111234705;6.54;20.9;0.6189;35.01;5788.58
52.89;0;12.39669421;499.13;5.368289638;8.42;10;0.597;45.36;9665.48
46.92;0;7.692307692;329.74;2.857142857;7.16;22.1;0.5088;46.36;7996.69
20.69;1;21.55172414;280.94;0.690335306;4.8;23.2;0.7596;31.66;5471.13
37.69;1;19.23076923;308.15;0.137551582;9.59;16.4;0.4964;45.77;7089.33
40.69;1;18.92744479;400.74;0.149365198;5.65;18.4;0.5329;39.11;9939.08
15.81;0;12.82051282;303.9;2.697841727;9.11;24.7;0.5279;34.47;31704.12
34.35;1;19.08396947;226.22;0;3.88;23.6;0.5227;35.59;6080.14
41.19;0;8.547008547;502.29;0.740740741;6.13;10.9;0.557;48.41;28773.65
32.54;1;19.68911917;395.79;1.978891821;6.15;13.9;0.4956;45.07;8365.65
55.19;1;20.37037037;345.06;1.114058355;4.12;19.5;0.626;35.98;14745.87
42.76;0;6.578947368;273.6;0.145772595;6.61;14.8;0.4928;37.52;9735.34
33.17;0;4.77326969;305.34;0.665778961;7.81;14.6;0.5096;39.07;7975.49
49.85;0;12.38390093;219;0.228571429;10.38;24.8;0.5707;36.17;10372.97
54.58;1;30.09575923;435.33;0.230326296;9.75;17.7;0.6082;42.25;7723.22
55.81;1;17.44186047;297.65;1.226492232;9.62;21.3;0.5266;43.32;5970.45
50.67;1;16.37764933;348.35;0.467914439;5.27;16.2;0.5329;40.37;13935.69
54.2;0;7.633587786;286.16;1.843722564;4.07;14.5;0.5437;48.04;6543.81
35.87;0;10.86956522;345.6;2.547169811;5.97;13.9;0.551;41.57;6479.84
46.34;0;8.130081301;427.99;0;12.97;14.3;0.529;52.08;7355.61
52.2;1;24.3902439;257.49;0.152905199;9.56;21.1;0.4495;35.05;10582.46
67.01;1;41.2371134;379.44;1.253918495;4.05;17.2;0.572;53.48;12067.18
30.4;0;10.66666667;264.75;0.221238938;5.95;19.3;0.5754;31.8;9148.11
46.64;0;9.328358209;453.47;1.058425064;9.47;14.4;0.5263;41.76;9306.15
52.38;0;12.28878648;889.73;6.607009694;6.76;6.5;0.6287;60.95;13139.83
38.56;1;16.91093574;301.49;0.069589422;18.16;24.9;0.6539;30.49;17426.9
31.83;0;8.450704225;374.06;0.382262997;6.83;18.7;0.5329;40.84;9184.87
40.57;0;13.03214596;604.42;2.448609432;6.11;11.9;0.5186;57.77;19129.38
57.03;1;15.76872536;535.89;9.334144117;5.72;15.1;0.6359;41.02;32165.53
32.16;0;11.69590643;305.3;0;4.62;19.6;0.4754;32.79;8668.24
34.46;1;16.12903226;437.18;1.359570662;5.74;18.2;0.5059;39.71;9068.23
40.51;0;5.128205128;285.25;0.653594771;8.01;13.6;0.5744;35.8;7608.47
49.21;1;20.94240838;318.37;0;6.9;23.4;0.5259;34.24;12022.93
55.07;1;22.77432712;406.44;0.454086781;6.34;17.9;0.524;41.63;11451.78
47.2;0;11.79941003;308.59;0.151745068;12.37;24.5;0.642;32.1;6437.16
52.17;1;21.67182663;302.77;2.268244576;4.01;15.1;0.5593;40.59;7002.29
48.99;0;12.14574899;296.18;0.678426052;10.5;19.1;0.519;44.43;6440.05
53.19;1;15.31040268;608.92;42.31888275;6.74;7.9;0.5481;60.23;13651.43
34.84;0;7.082152975;200.67;19.01907357;8.2;30.7;0.5339;35.69;4915.4
63.27;1;24.48979592;388.27;0.650557621;9.8;16.4;0.5248;42.11;14480.84
51.66;1;14.21800948;376.42;0.556328234;12.92;11.3;0.4403;44.54;15614.6
19.45;1;27.43142145;165.17;0.221483942;3.45;29.2;0.6439;25.81;6542.75
69.94;0;5.617977528;171.7;0.173913043;12.1;22.2;0.5491;33.93;6534.74
52.56;1;19.23076923;243.22;0.220750552;17.62;14.8;0.5778;45.12;7794.77
42.55;1;21.27659574;307.68;0.127064803;3.75;18.9;0.4873;36.23;12852.45
32.86;0;0;274.52;0.654761905;3.99;17.4;0.5983;34.95;5771.93
30.73;0;11.82033097;235.05;19.25777332;9.28;21.6;0.5078;44.64;6606.89
48.77;1;16.39344262;384.67;0;7.56;14.5;0.4861;39.51;12831.67
56.07;1;15.89595376;316.38;0.713501647;8.8;19.8;0.5623;34.63;10346.31
37.34;0;12.44813278;323.3;0;2.61;16.1;0.5364;40.27;7955.01
49.23;1;15.38461538;393.78;0.15015015;3.25;15.1;0.5391;39.58;15769.25
61.22;0;9.756097561;275.92;0;7.35;18.3;0.55;34.24;11105.19
49.17;1;16.52892562;371.77;1.361573374;3.11;16.4;0.469;43.39;7967.84
53.33;0;5.555555556;299.08;0.146412884;10.77;19.3;0.5421;42.15;6648.84
28.75;1;17.1990172;319.53;0.25728988;7.64;18.7;0.5646;39.95;5483.16
23.57;1;21.42857143;220.24;0.289855072;0.34;19.7;0.6346;36.02;6247.39
34.66;0;12.26993865;296.2;0.109970674;6.33;23.3;0.5613;42.78;4662.91
54.19;0;0;309.68;1.210653753;7.58;22.3;0.6203;36.65;14407.88
36.11;0;12.62626263;183.53;1.853568119;23.75;25.6;0.5748;36.61;5482.47
53.06;1;29.15451895;336.39;0.594795539;5.64;16.7;0.5703;41.29;10752.48
49.9;1;14.19878296;420.77;0.324464633;7.22;15.9;0.5667;44;11516.85
34.54;1;16.81759379;220.85;7.988410596;10.9;26;0.5699;36.4;5258.8
42.54;1;14.92537313;378.8;0;5.42;14.8;0.5048;44.35;16789.03
43.36;1;14.86013986;384;8.571428571;9.29;19.2;0.6521;36.05;8375.49
37.85;1;33.89830508;268.91;5.103969754;18;25.9;0.5814;32.28;7117.38
58.45;0;7.042253521;465.94;23.5;4.22;18.1;0.4837;42.81;16681.26
58.44;0;12.48378003;1060.21;42.97965899;6.34;3.7;0.5914;72.91;17200.6
18.46;1;22.65005663;265.36;0.240818784;7.78;21.1;0.631;38.1;4770.56
41.23;1;23.16602317;410.95;0.38728417;10.24;15.7;0.5272;51.49;6461.63
42.06;1;63.49206349;390.75;1.464435146;7.9;15.4;0.4947;41.16;20630.14
43.92;0;6.756756757;307.95;0.154798762;5.73;24.8;0.5898;23.78;13862.9
40.67;0;13.33333333;368.69;0.240302094;5.68;19.1;0.5206;42.68;7366.96
31.34;0;12.10826211;436.23;0.470809793;11.95;18.8;0.6151;46.12;15280.84
29.83;1;14.81964768;423.9;2.445058943;10.96;17;0.5732;46.46;12563.7
26.16;0;11.56069364;149.53;0;12.99;34.5;0.5897;26.97;4150.53
19.39;0;12.26993865;171.24;0.953079179;7.2;37.4;0.5883;19.02;3518.55
15.82;1;18.81533101;206.56;0.938426078;7.28;22.4;0.5963;35.31;3427.82
12.64;1;19.53274607;172.13;1.054268925;10.58;35.8;0.5923;22.31;5568.66
12.12;1;23.07692308;159.62;0.910815939;6.18;35.1;0.5265;32.13;3253.79
13.3;0;11.60714286;169.94;1.367755172;11.51;28.9;0.5424;28.44;3410.71
19.77;0;13.04049417;138.74;1.265126513;9.51;30.4;0.585;29.36;3998.53
36.03;0;12.65822785;549.47;1.213960546;13.4;21.2;0.7887;32.92;9164.63
19.13;1;16.63893511;180.93;0;9.4;32;0.5789;26.95;4710.96
18.22;1;18.735363;230.13;0.303128721;5.42;26.6;0.5902;30.32;3797.79
22.1;0;10.25056948;203.98;0.662557781;8.7;24.7;0.6039;32.96;3679.57
20.78;1;14.28571429;183.85;1.202645821;7.66;28.2;0.5564;37.93;5129.12
11.84;1;21.83039463;210.96;0.088495575;3.07;17.7;0.5092;34.26;3090.8
9;1;16.25;160.05;0.656167979;5.5;27.4;0.5189;31.7;3242.58
17.71;1;15.99052413;169.2;0.546288167;7.33;34;0.6072;23.36;3972.74
6.68;0;10.6993737;204.78;4.430653774;7.71;38;0.7228;24.6;3655.01
36.22;0;10.60358891;286.29;3.667870036;6.88;21.4;0.5669;39.85;3824.94
29.05;0;12.95896328;217.02;0.589390963;5.91;15.5;0.5314;49.6;3015.91
17.8;1;15.28050644;372.72;9.906271432;8.25;19.9;0.5579;45.59;5218.59
31.56;1;16.69316375;249.83;0.683620454;10.02;18.5;0.5571;43.89;7894.28
22.61;0;9.421265141;230;0.26128266;7.31;24.6;0.5787;33.21;2962.92
33;0;3.367003367;151.57;0.143163923;7.5;23.4;0.5512;29.84;3531.16
36.99;1;17.30580138;523.37;0.709686516;6.88;13;0.5923;50.74;13198.48
31.25;0;10.29411765;287.98;1.079136691;7.34;22.3;0.5324;35.03;4363.09
18.27;1;21.65037734;295.01;0.744233347;7.42;27.4;0.6321;35.32;5962.2
15.49;0;14.09604983;193.23;0.337921371;6.41;24.2;0.6133;31.84;3193.32
11.28;1;20.18348624;106.31;0;4.56;37.3;0.6285;31.36;4178.51
20.11;1;23.33333333;196.65;1.040967092;8.42;32.2;0.5041;29.45;3527.08
19.95;0;2.732240437;211.79;1.40944327;12.77;28.9;0.5917;26.1;3763.79
8.01;1;17.22652885;188.5;0.354798652;6.22;21.7;0.5575;39.15;3178.21
38.06;1;26.00472813;233.88;0.601604278;3.77;23.9;0.4736;35.57;7111.85
14.59;1;16.49746193;195.2;0;6.98;24;0.521;31.6;3885.73
32.05;1;14.22351234;193.77;1.417848207;4.95;30.8;0.5904;25.6;4865.27
18.34;1;21.84666117;204.57;2.149321267;13.64;28.9;0.6659;28.85;5964.98
13.48;0;12.67281106;161.23;0.539772727;22.44;33.2;0.4934;31.14;4887.05
30.77;1;15.54568528;196;0.491555331;7.27;30;0.6495;29.53;3793.96
8.99;1;21.16402116;180.62;0;6.74;35.4;0.4897;24.52;7790.85
38.08;1;21.13770594;151.73;0.099189949;7.55;29.1;0.619;31.05;3575.74
17.48;0;12.79788173;225.14;0.192678227;6.57;29.8;0.5502;31.62;3459
21.67;1;14.76269316;209.85;0.82815735;9.46;27.5;0.5965;30.04;4344.2
17.44;1;16.47286822;228.84;0.397350993;5.42;27.5;0.5059;35.42;3519.56
16.08;1;17.4563591;109.4;0.056497175;5.93;27.8;0.5733;31.66;3270.31
28.33;1;20.93596059;139.85;0.308880309;9.23;22.2;0.5865;35.2;2728.09
12.46;0;11.14754098;131.18;0.719591458;3.87;22.2;0.6273;28.06;3855.18
34.38;0;14.08450704;349.84;0.653780557;9.12;18.8;0.4829;42.33;6562.62
15.38;0;10.17354877;202.94;0.07183908;3.81;20.1;0.5839;31.75;4288.69
53.85;1;17.82304265;172.6;0.806280501;12.31;28.9;0.6062;33.79;3588.53
31.61;0;10.12373453;194.79;2.291666667;4.11;32.4;0.5735;27.51;5784.77
19.82;0;8.454673556;323.2;10.00159008;5.04;15.7;0.5624;39.57;5470.34
21.99;1;15.63937443;219;0.335968379;7.74;18.7;0.5465;33.13;3832.5
21.02;1;24.09803519;319.79;4.94334454;7.46;25.4;0.5534;41.21;5064.74
32.83;0;12.3119015;200.77;1.001155179;5.81;16.2;0.5677;40.72;4219.17
19.01;0;12.67605634;182.32;0.909550278;3.53;24;0.5397;38.61;2862.93
20.58;0;12.5;186.5;0.154261473;4.8;30.1;0.5694;31;3935.59
17.98;1;21.11716621;182.88;0.152052712;10.03;24.2;0.5576;24.95;6114.93
20.46;1;20.37201063;244;0.476001587;7.62;25;0.6019;37.67;4520.45
19.84;0;12.68115942;260.05;0.512091038;5.95;22.8;0.4731;34.88;7910.95
23.86;1;14.86779716;266.96;9.746034967;8.2;29.9;0.5807;34.49;4670.99
40.72;1;17.83982936;224.79;1.655867531;10.89;30.1;0.5525;31.5;4119.11
14.42;0;13.13131313;278.42;0.324116277;6.96;28.9;0.6306;35.31;4056.4
7.22;0;10.31636864;170.68;0.119796346;2.18;34.3;0.5061;21.87;3866.46
33.92;1;15.59792028;220.58;3.879716241;8.21;31.5;0.5927;30.99;3385.4
10.85;1;27.70398482;272.32;0.308532099;5.39;16;0.579;37.11;3456.09
25.12;1;17.74042951;259.02;0.030138638;6.3;23.3;0.4488;40.85;3399.79
27;0;8.345606284;282.3;4.41650548;5.8;23;0.4949;37.23;4211.22
50;1;14.49275362;161.19;0.083822297;7.12;31.9;0.6053;29.06;3165.13
62.94;1;15.35203812;260.46;1.934276206;13.47;31.1;0.5988;33.97;4252.95
20.77;1;16.15695326;472.21;1.166116612;5.79;13.7;0.581;42.97;9783.16
59.1;1;21.60493827;187.15;0.301962758;5.43;19.7;0.6306;27.89;4265.61
9.56;1;29.63671128;106.7;0;10.89;38.2;0.5493;15.37;4557.37
10.44;1;26.78571429;154.84;0.051546392;8.79;18.4;0.6331;32.09;4202.85
37.79;1;19.94017946;266.47;0.456140351;9.15;14.6;0.5358;39.3;7369.9
30.82;0;13.28168235;251.02;0.636780438;5.09;29.7;0.5703;32.02;4104.61
15.1;1;14.6627566;222.04;0.363342753;11.05;15.3;0.5035;39.83;4082.85
20.29;0;7.957559682;231.09;0.54836587;4;33.5;0.5976;27.34;3164.73
17.13;1;22.09944751;233.45;2.328288708;6.85;30.5;0.5557;28.86;3397.89
30.42;1;19.92337165;306.58;1.012956419;11.48;18.8;0.4708;40.31;5110.69
60.83;0;10.93643199;240.43;0.537109375;4.35;35.8;0.5795;29.92;3244.01
47.99;0;10.83591331;185.16;0.264270613;3.95;31.8;0.5628;29.11;3412.32
19.3;1;14.76793249;188.57;0.91775503;9.69;36.2;0.5258;23.77;4374.15
13.46;1;18.53759011;226.35;0.18916595;9.34;25.4;0.5675;34.04;4174.37
45.99;0;11.79245283;220.9;0.765606596;8.38;30.1;0.5392;29.73;4348.86
15.28;1;16.79240691;333.23;1.669796137;7.08;22.6;0.6239;34.27;5373.5
78.66;1;25.17985612;221.64;0.60132291;4.02;15.1;0.561;45.31;3487.39
12.82;1;14.74719101;119.93;0.212841433;10.18;22.2;0.6312;29.83;3308.06
14.52;0;12.66968326;151.8;0.432825485;12.79;23.2;0.5876;32.09;3117.54
13.75;0;12.38591917;212.9;0.165727544;9.28;28.7;0.508;35.78;4171.22
29.44;1;18.06588735;287.25;2.206654991;4.51;27;0.5319;36.88;4740.22
39.86;1;15.58688552;605.7;35.49102259;7.87;9.7;0.5612;60.81;8563.94
18.67;1;14.55133387;135.2;1.341463415;12.04;33.5;0.5566;26.2;3111.13
31.68;1;15.16079632;209.06;2.292555563;6.27;26.7;0.5733;37.64;4358.18
25.92;1;19.36444886;323.81;1.329305136;8.58;21.6;0.5403;38.79;8300.82
13.32;0;10.15228426;203.56;3.180542563;8.02;30.8;0.58;29.45;4595.29
8.16;1;23.67601246;125.08;0.522264981;3.63;34;0.6711;24.38;3332.56
22.73;0;13.996139;292.63;0.518422514;7.32;21.3;0.4549;43.55;4844.76
65.88;1;23.50081037;218.31;0.562228469;2.2;32.9;0.5768;26.33;4983.9
21.14;1;15.10067114;237.85;0.202839757;3.36;29.2;0.5219;29.66;8892.94
29.22;1;15.05154639;257.12;5.779993005;6.78;29.8;0.5615;33.22;3793.18
17.77;0;11.2640801;225.51;7.94446587;6.95;33.5;0.6074;31.97;5043.06
15.47;1;14.28571429;187.02;0.488599349;4.32;31.5;0.5135;30.61;4115.29
32.66;1;26.01156069;208.7;0.260804769;5.58;32.9;0.527;28.97;3551.14
26.78;0;13.66120219;248.93;0.194080543;2.19;28.3;0.4774;34.67;8173.14
13.6;1;21.20141343;153.18;0.124792013;5.7;35.4;0.5471;19.39;3929.17
17.79;0;10.67615658;255.19;0.218459858;5.99;17.6;0.598;33;4784.5
19.43;1;16.65124884;290.79;8.124215809;2.69;32.6;0.5596;31.17;4004.5
54.75;0;11.87904968;197.37;1.161048689;5.81;23.1;0.5399;32.61;7959.27
21.29;1;19.67799642;230.3;0.378071834;3.23;17.9;0.6087;38.73;5000.62
26.9;1;17.62452107;178.1;1.038575668;11.29;30.6;0.5924;34.74;3734.76
18.43;1;21.53229845;232.64;0.086767896;11.12;24.8;0.4833;36.1;4285.26
6.38;1;31.87919463;95.59;0.113700966;13.78;38.3;0.6256;13.57;5190.52
28.46;1;21.54195011;173.43;0.484652666;10.98;27.9;0.5196;34.06;5960.82
40.64;1;15.78947368;154.02;3.675431156;8.01;27.9;0.5793;36.41;4087.01
21.53;0;12.83269962;261.44;0.50215208;6.95;18.2;0.6046;42.29;3554.83
28.36;1;20.61122957;199.69;0.447898828;4.16;34.6;0.564;25.95;2862.96
40.14;0;10.75268817;132.08;0.711743772;15.18;34.2;0.5754;28.05;3321.34
21.32;0;5.199306759;144.42;0.055586437;9.77;34.7;0.5357;23.2;4145.3
25.27;1;17.12506487;159.65;0.939350623;5.2;29.2;0.6466;28.61;5905.59
22.18;1;14.94321578;241.81;0.904716073;10.68;20.9;0.4752;43.76;3509.94
27.11;1;21.97802198;236.03;0.169204738;7.73;15.6;0.516;44.16;2844.52
12;1;16.64355062;174.12;2.39528971;4.43;25.7;0.5201;31.51;3471.93
21.81;1;25.49575071;213.09;0.125628141;12.31;19.1;0.5774;36.19;3858.43
19.88;0;13.40033501;162.03;1.086956522;5.96;29;0.5865;36.24;2941.84
24.06;1;26.54109589;147.14;0.354330709;7.26;28.2;0.6281;39.94;3456.95
62.95;1;28.50356295;180.02;0.084175084;9.21;22;0.5452;32.13;5535.82
38.6;1;20.46783626;256.28;1.657000829;6.11;31.8;0.5302;30.98;3850.47
11.73;0;12.54705144;219.94;0.640883978;6.54;28.6;0.4761;33.96;4750.99
25.98;1;14.55938697;241.95;1.729818781;2.98;34.5;0.5425;31.57;4126.79
18.09;0;11.67315175;169.5;0.30684259;7.55;23.9;0.6022;37.86;3562.8
33.53;1;16.03023589;422.47;29.51980527;10.35;5.2;0.5067;70.88;3205.02
22.01;1;18.40490798;165.92;0.404285426;5.07;25.4;0.5755;31.72;3183.9
35.26;0;7.220216606;266.86;1.077912254;8.5;30.2;0.5708;31.5;3223.8
33.97;1;16.46505376;181.16;0.462588181;7.68;35.7;0.5599;24.36;4070.81
29.82;0;11.0864745;207.73;0.678633975;9.64;35.1;0.555;22.52;3677.72
47.04;0;8.54214123;224.25;0.362627986;4.78;23.2;0.5634;38.33;3432.51
8.98;0;12.01011378;158.01;0;4.08;29.3;0.6201;35.01;3770.01
19.47;1;20.66115702;230.23;0.252525253;8.05;36.5;0.5702;26.42;5731.51
37.18;1;20.39215686;431.08;19.45097302;8.41;19.7;0.6056;47.67;6728.67
7.53;1;16.53398653;153.9;0.545625588;5.26;26;0.5763;27.84;3399.44
10.43;1;18.75183123;201.51;0.367880249;5.72;20.7;0.5114;33.37;3243.95
17.65;1;20.90592334;185.19;0.333518621;7.77;21;0.5392;38.4;2818.72
16.13;0;13.86321627;171.7;1.323555715;14.71;36.3;0.614;28.47;3257.7
23.41;0;11.85770751;268.42;2.089244261;7.57;21.5;0.5179;45.84;3463.76
24.57;1;17.66004415;288.11;1.025956705;5.76;17.3;0.5226;42.74;5135.01
7.27;0;8.429926238;219.7;0.296570899;5.15;34.1;0.5391;25.92;3656.02
21.74;1;16.29213483;178.12;0.6242497;5.42;29.5;0.6015;35.34;4641.55
15.97;0;10.90442591;230.52;9.934024505;3.83;32.7;0.5466;29.61;7313.02
42.33;0;11.69317119;490.92;0.407440213;8.21;14.8;0.5773;47.84;10047.87
53.24;1;29.22755741;226.4;0.512820513;0.66;14.9;0.5279;39.22;5125.35
52.87;0;9.981116806;386.08;4.2135303;5.73;21.1;0.5638;42.49;4852.06
23.1;0;11.59678858;132.33;0.241060667;9.7;27.4;0.6115;38.56;3242.13
20.04;0;3.676470588;190.73;1.83299389;7.61;23.8;0.5305;39.25;5078.27
8.89;1;15.60379919;163.61;0.174607134;4.62;29.8;0.5119;29.33;3566.75
27.24;0;13.33333333;147.09;0.119474313;6.48;28.6;0.6119;40.54;3912.44
21.33;1;17.77362021;127.59;0.10063737;3.94;25.6;0.6089;25.17;2833.12
28.55;1;15.36155864;261.28;1.266788767;10.59;14.1;0.4848;45.69;4098.76
25.38;1;20.56168506;250.92;0.682205799;6.72;18.4;0.6234;29.12;7203.37
25.86;1;17.24137931;299.76;0.474683544;20.63;21.9;0.5912;36.49;6266.81
20.1;1;14.56876457;266.84;2.009306261;10.88;17.3;0.5147;46.33;3677.68
24.58;1;29.16666667;232.08;0;8.49;22.7;0.5557;30.52;16455.88
46.15;0;5.494505495;132.4;0.799086758;16.7;30.8;0.5921;24.34;4654.5
19.45;1;17.72151899;216.36;0.158874262;8.52;23.6;0.5021;33.26;2870.38
25.29;1;17.55833137;398.2;7.24508933;8.39;17.2;0.5378;48.94;5800.97
12.89;0;13.70599301;201.99;1.25472671;6.15;33.8;0.583;29.55;3929.72
33.66;0;9.00090009;297.07;0.242085661;7.2;22.8;0.5248;37.18;6821.91
17.87;0;14.08450704;168.14;0.125865324;6.47;31.9;0.5112;30.76;3442.12
19.17;0;13.33333333;238.52;0.202045713;10.88;21.5;0.5388;40.01;3283.74
34.12;1;15.25658807;126.07;0.321285141;15.46;34.6;0.5744;23.44;3419.51
10.4;0;10.71811361;134.61;0;5.96;23;0.6174;26.45;2850.42
26.59;0;12.23491028;234.76;1.104525862;8.14;28.4;0.583;31.22;5993.55
6.2;1;14.39790576;144.69;0.842051544;6.78;30.7;0.6278;29.39;3519.93
32.04;0;7.460155985;204.08;2.028145695;10.56;19;0.5648;42.1;2706.49
42.3;1;15.25054466;195.15;0.414673046;7.3;27.8;0.5939;32.57;3545.75
14.55;0;13.2231405;285.3;0.41691483;9.02;28.9;0.6959;33.95;8622.76
24.49;0;12.98701299;230.01;1.489169675;4.34;28.2;0.5944;32.77;4417.36
13.11;0;12.29508197;195.57;0;6.08;27.8;0.5724;27.4;3967.34
21.28;0;11.9047619;245.8;0.410907733;7.46;26.3;0.5253;34.18;4768.69
19.68;0;12.15066829;179.35;0.365074536;2.57;35.8;0.5744;22.63;2972.73
23.96;0;10.38961039;168.96;0.691289749;10.76;19.7;0.6322;42.38;2870.97
21.42;0;11.85436071;164.49;0.22997317;5.91;35.1;0.5286;24.53;4909.11
19.87;1;15.28384279;248.81;0.208768267;3.13;19.3;0.5336;40.43;4798.99
12.11;1;24.51708767;162.23;0.070422535;3.85;38.5;0.525;22.15;3155.83
31.42;0;13.86896222;352.91;0.270925424;6.21;25.1;0.5605;36.88;4086.13
31.66;0;13.64030592;419.96;9.717588459;11.46;6.4;0.5268;65.49;3300.81
47.49;1;21.23552124;178.84;1.82012848;4.16;31.3;0.552;31.12;3926.49
40.75;1;15.92257259;770.52;46.68114099;11.92;4.6;0.6266;72.06;17653.13
9.82;0;13.96244584;179.31;1.338944147;3.74;35.6;0.5583;27.26;5645.77
3.29;1;16.21073961;358.56;0.601181985;11.99;30.8;0.6696;34.87;3327.28
14.56;0;11.96410768;286.18;0.232403718;14.78;26.5;0.5335;34.38;8685.03
49.18;1;19.23076923;252.69;0.090497738;3.98;19.1;0.506;37.35;6470.03
36.64;0;11.72332943;295.03;0.112663362;7.64;18.8;0.5604;37.12;24586.53
39.74;1;17.09401709;151.73;0.071633238;2.91;38.6;0.5539;24.87;4614.67
59.2;0;8.456659619;151.38;0.151975684;3.56;37.6;0.5463;23.17;3903.96
